p0,S,F,observations,posterior_mean_A,demand_probability,best_response_product,uses_product2,q_gap_product2_minus_product1,continuation_gap_success_minus_failure,value
0.2,19,15,34,0.5555555555555556,0.9999985482153123,1,0,-0.5998973499605995,0.00027013168261902365,18.999707036362892
0.2,20,14,34,0.5833333333333334,0.999999746494837,1,0,-0.5999657793188007,9.005442419507403e-05,18.99990492412005
0.2,21,13,34,0.6111111111111112,0.9999999604733236,1,0,-0.599989046636793,2.8824640015301384e-05,18.99997032019814
0.2,22,12,34,0.6388888888888888,0.9999999945153556,1,0,-0.5999966368992489,8.850265114546119e-06,18.99999109446633
0.2,23,11,34,0.6666666666666666,0.9999999993256427,1,0,-0.5999990109638311,2.602726755895901e-06,18.999997429481443
0.2,24,10,34,0.6944444444444444,0.9999999999269286,1,0,-0.599999721895216,7.318546799695014e-07,18.99999928057812
0.2,25,9,34,0.7222222222222222,0.99999999999307,1,0,-0.5999999253597394,1.964217446470684e-07,18.999999797871443
0.2,26,8,34,0.75,0.9999999999994298,1,0,-0.5999999809101091,5.0236550919180445e-08,18.999999935871557
0.2,27,7,34,0.7777777777777778,0.9999999999999597,1,0,-0.5999999953541497,1.2225918055719376e-08,18.999999970958246
0.2,28,6,34,0.8055555555555556,0.9999999999999976,1,0,-0.5999999989255436,2.8275195518290275e-09,18.999999979447942
0.2,29,5,34,0.8333333333333334,0.9999999999999999,1,0,-0.5999999997641368,6.206910541095567e-10,18.999999981400325
0.2,30,4,34,0.8611111111111112,1.0,1,0,-0.59999999995091,1.2918022207486501e-10,18.999999981826555
0.2,31,3,34,0.8888888888888888,1.0,1,0,-0.5999999999903167,2.546940436332079e-11,18.99999998191479
0.2,32,2,34,0.9166666666666666,1.0,1,0,-0.5999999999981966,4.746425474877469e-12,18.999999981932092
0.2,33,1,34,0.9444444444444444,1.0,1,0,-0.5999999999996817,8.384404281969182e-13,18.999999981935304
0.2,34,0,34,0.9722222222222222,1.0,1,0,-0.5999999999999517,1.3500311979441904e-13,18.999999981935872
0.2,0,35,35,0.02702702702702703,0.0003245185536584483,1,0,-0.5813441662034775,0.04909429946453267,0.006263984211553085
0.2,1,34,35,0.05405405405405406,0.003245185536584261,1,0,-0.4900787738969423,0.2892663844817306,0.0670989591738326
0.2,2,33,35,0.08108108108108109,0.016023103586884857,1,0,-0.04259092223231997,1.4668659941254736,0.4333434876957755
0.2,3,32,35,0.10810810810810811,0.05222720472940312,2,1,0.5603916661642208,3.053662279379528,2.2258285369835527
0.2,4,31,35,0.13513513513513514,0.12689816333584714,2,1,0.6857438511044087,3.383536450274762,5.492089904401545
0.2,5,30,35,0.16216216216216217,0.24637169710615758,2,1,0.48807594235564267,2.8633577430411687,8.86875747532064
0.2,6,29,35,0.1891891891891892,0.4006916782261418,2,1,0.2549413029934975,2.24984553419341,11.637922451929752
0.2,7,28,35,0.21621621621621623,0.5660345151404087,2,1,0.0838037777696563,1.7994836257096214,13.795876961161838
0.2,8,27,35,0.24324324324324326,0.7158764610939649,1,0,-0.03586945688949861,1.484554060817107,15.537386492161628
0.2,9,26,35,0.2702702702702703,0.8324201968356196,1,0,-0.21181482415317987,1.0215399364389945,16.93166057995817
0.2,10,25,35,0.2972972972972973,0.9110872184612366,1,0,-0.36192188355346744,0.6265213590698266,17.85409202905503
0.2,11,24,35,0.32432432432432434,0.9575722766945558,1,0,-0.4649116343570725,0.35549569906032374,18.405514910729483
0.2,12,23,35,0.35135135135135137,0.9817832445244095,1,0,-0.5287619575902305,0.1874685326572667,18.710783288149223
0.2,13,22,35,0.3783783783783784,0.9929575373689573,1,0,-0.5650174886321899,0.09205924044159985,18.867822594660886
0.2,14,21,35,0.40540540540540543,0.9975469790729681,1,0,-0.5839509131642941,0.042234439041319405,18.94307394271254
0.2,15,20,35,0.43243243243243246,0.9992297743644386,1,0,-0.5930893505842363,0.018185919515161686,18.97679824405472
0.2,16,19,35,0.4594594594594595,0.9997819415694524,1,0,-0.5971921090698373,0.007389186658315339,18.991009235418268
0.2,17,18,35,0.4864864864864865,0.9999443436885741,1,0,-0.5989177038789961,0.0028481476868513766,18.996673302742956
0.2,18,17,35,0.5135135135135135,0.9999871998033424,1,0,-0.5996024253881167,0.0010462489786426943,18.99882061931534
0.2,19,16,35,0.5405405405405406,0.9999973499357875,1,0,-0.5998603386079395,0.0003675299790941722,18.999598523849777
0.2,20,15,35,0.5675675675675675,0.999999506838932,1,0,-0.5999529909640131,0.00012370798944161265,18.999868655532396
0.2,21,14,35,0.5945945945945946,0.9999999176776263,1,0,-0.5999848292034677,3.992314875844727e-05,18.99995870995659
0.2,22,13,35,0.6216216216216216,0.9999999877069492,1,0,-0.5999953079222706,1.2347572969417797e-05,18.999987534596606
0.2,23,12,35,0.6486486486486487,0.9999999983635852,1,0,-0.5999986108399682,3.6556842921697807e-06,18.99999638486172
0.2,24,11,35,0.6756756756756757,0.9999999998066714,1,0,-0.5999996068905311,1.0344985952315255e-06,18.999998987588476
0.2,25,10,35,0.7027027027027027,0.9999999999798417,1,0,-0.5999998938430942,2.7936027535702124e-07,18.999999719443156
0.2,26,9,35,0.7297297297297297,0.9999999999981578,1,0,-0.5999999726864402,7.18777890540423e-08,18.9999999158649
0.2,27,8,35,0.7567567567567568,0.9999999999998538,1,0,-0.5999999933138298,1.7595183976482076e-08,18.999999966101452
0.2,28,7,35,0.7837837837837838,0.99999999999999,1,0,-0.5999999984448401,4.092530758725843e-09,18.99999997832737
0.2,29,6,35,0.8108108108108109,0.9999999999999994,1,0,-0.5999999996567169,9.03373376104355e-10,18.99999998115489
0.2,30,5,35,0.8378378378378378,1.0,1,0,-0.5999999999281584,1.8903989484897465e-10,18.99999998177558
0.2,31,4,35,0.8648648648648649,1.0,1,0,-0.5999999999857621,3.745626031559368e-11,18.99999998190476
0.2,32,3,35,0.8918918918918919,1.0,1,0,-0.5999999999973262,7.027267656667391e-12,18.99999998193023
0.2,33,2,35,0.918918918918919,1.0,1,0,-0.5999999999995254,1.2470025012589758e-12,18.999999981934977
0.2,34,1,35,0.9459459459459459,1.0,1,0,-0.5999999999999233,2.0250467969162855e-13,18.999999981935815
0.2,35,0,35,0.972972972972973,1.0,1,0,-0.5999999999999801,3.552713678800501e-14,18.99999998193595
0.2,0,36,36,0.02631578947368421,0.000259614842926692,1,0,-0.584895865024315,0.039747723620223725,0.004996327963027116
0.2,1,35,36,0.05263157894736842,0.0026610521399991205,1,0,-0.5129408977485066,0.22910290066182482,0.05409062742755979
0.2,2,34,36,0.07894736842105263,0.013467519976824716,1,0,-0.15228282595239095,1.1782030895989704,0.34335701190929035
0.2,3,33,36,0.10526315789473684,0.044986384500899534,2,1,0.4683681708954568,2.811495186566991,1.810223006034764
0.2,4,32,36,0.13157894736842105,0.1119639716145584,2,1,0.6764573259289364,3.359098226128782,4.863885285414292
0.2,5,31,36,0.15789473684210525,0.22247699035209545,2,1,0.5189560552224091,2.9446211979537074,8.247421735689054
0.2,6,30,36,0.18421052631578946,0.3698276820021449,2,1,0.29037531555068163,2.3430929356596817,11.110779478730223
0.2,7,29,36,0.21052631578947367,0.532965947757555,2,1,0.11047169090567799,1.8696623444886278,13.360625012923633
0.2,8,28,36,0.23684210526315788,0.6859080719032536,1,0,-0.00896582442730498,1.5553530936123572,15.160108638633254
0.2,9,27,36,0.2631578947368421,0.8091114496872887,1,0,-0.17330264826025044,1.1228877677361773,16.64466269945036
0.2,10,26,36,0.2894736842105263,0.8953538141361133,1,0,-0.3313693781568219,0.7069226890609848,17.666202635889356
0.2,11,25,36,0.3157894736842105,0.948275265047892,1,0,-0.4438309763386741,0.4109711148982065,18.292723994959182
0.2,12,24,36,0.34210526315789475,0.9769410509584388,1,0,-0.5156124828086845,0.22207241366135122,18.648219694019506
0.2,13,23,36,0.3684210526315789,0.9907226788000477,1,0,-0.557542886136094,0.11172924701027043,18.835688226676773
0.2,14,22,36,0.39473684210526316,0.9966290907321659,1,0,-0.5800590252002884,0.05247624947292451,18.927747467118373
0.2,15,21,36,0.42105263157894735,0.9988932153061445,1,0,-0.5912224842226763,0.023098725729795433,18.969981906159692
0.2,16,20,36,0.4473684210526316,0.9996715081284497,1,0,-0.5963617321607657,0.009574389050616361,18.988167825674854
0.2,17,19,36,0.47368421052631576,0.9999118632647498,1,0,-0.5985728643385535,0.0037556201616908425,18.99555701233317
0.2,18,18,36,0.5,0.9999786285803888,1,0,-0.5994678444330646,0.0014004093866581968,18.99840516002002
0.2,19,17,36,0.5263157894736842,0.9999953199092985,1,0,-0.5998106964753234,0.0004981671702033452,18.999451408998663
0.2,20,16,36,0.5526315789473685,0.9999990754583031,1,0,-0.5999356067651327,0.000169455881220415,18.999818938977757
0.2,21,15,36,0.5789473684210527,0.9999998355098875,1,0,-0.5999790320673135,5.517877022853668e-05,18.9999426469672
0.2,22,14,36,0.6052631578947368,0.9999999737010846,1,0,-0.5999934640262943,1.7199930805844588e-05,18.999982570115957
0.2,23,13,36,0.631578947368421,0.999999996232258,1,0,-0.5999980511872884,5.128454510838765e-06,18.999994917688927
0.2,24,12,36,0.6578947368421053,0.9999999995180542,1,0,-0.5999994448661212,1.460878618075867e-06,18.99999857337322
0.2,25,11,36,0.6842105263157895,0.9999999999452076,1,0,-0.5999998491425664,3.9699323295394606e-07,18.999999607871814
0.2,26,10,36,0.7105263157894737,0.9999999999944946,1,0,-0.5999999609484199,1.0276731643443782e-07,18.99999988723209
0.2,27,9,36,0.7368421052631579,0.9999999999995146,1,0,-0.5999999903837683,2.5305872952685604e-08,18.99999995910988
0.2,28,8,36,0.7631578947368421,0.9999999999999628,1,0,-0.5999999977504231,5.919950751831493e-09,18.999999976705062
0.2,29,7,36,0.7894736842105263,0.9999999999999976,1,0,-0.5999999995006462,1.3140848409420869e-09,18.999999980797593
0.2,30,6,36,0.8157894736842105,0.9999999999999999,1,0,-0.5999999998949406,2.76472178484255e-10,18.999999981700967
0.2,31,5,36,0.8421052631578947,1.0,1,0,-0.5999999999790724,5.5074167448765365e-11,18.999999981890006
0.2,32,4,36,0.868421052631579,1.0,1,0,-0.5999999999960544,1.0373923942097463e-11,18.999999981927463
0.2,33,3,36,0.8947368421052632,1.0,1,0,-0.5999999999992944,1.850963826655061e-12,18.99999998193449
0.2,34,2,36,0.9210526315789473,1.0,1,0,-0.5999999999998806,3.055333763768431e-13,18.999999981935737
0.2,35,1,36,0.9473684210526315,1.0,1,0,-0.5999999999999801,5.3290705182007514e-14,18.99999998193594
0.2,36,0,36,0.9736842105263158,1.0,1,0,-0.5999999999999943,7.105427357601002e-15,18.999999981935975
0.2,0,37,37,0.02564102564102564,0.00020769187434144243,1,0,-0.587740236729384,0.03226253492267361,0.00398753374595527
0.2,1,36,37,0.05128205128205128,0.0021807646805845904,1,0,-0.5307144126966121,0.1823304929036523,0.043735257366178996
0.2,2,35,37,0.07692307692307693,0.011306226409459663,1,0,-0.24698076986096407,0.928997974050095,0.2728381580280038
0.2,3,34,37,0.10256410256410256,0.03868261159608455,2,1,0.3678005608440351,2.5468435811685124,1.4510412476269743
0.2,4,33,37,0.1282051282051282,0.09856845419182658,2,1,0.6547698510848186,3.3020259239074186,4.262536434193965
0.2,5,32,37,0.15384615384615385,0.20037438660458806,2,1,0.544820950902901,3.0126867129023767,7.621634660322747
0.2,6,31,37,0.1794871794871795,0.3403575436721351,2,1,0.3238705840359781,2.431238379042048,10.566255858276454
0.2,7,30,37,0.20512820512820512,0.5003382946064724,2,1,0.13938793490897083,1.9457577234446557,12.909348793936136
0.2,8,29,37,0.23076923076923078,0.6553196470741138,2,1,0.014196389253577024,1.6163062875094152,14.779011138424764
0.2,9,28,37,0.2564102564102564,0.7844707741304816,1,0,-0.13462691645683478,1.224666009324114,16.33436423203712
0.2,10,27,37,0.28205128205128205,0.8781053412463483,1,0,-0.29893216917921706,0.792283765317837,17.457251999773298
0.2,11,26,37,0.3076923076923077,0.9376909748655362,1,0,-0.4207193982844508,0.4717910571461772,18.164174688834283
0.2,12,25,37,0.3333333333333333,0.9712078937763293,1,0,-0.5007727774562021,0.2611242698520968,18.57514580373249
0.2,13,24,37,0.358974358974359,0.987966353231726,1,0,-0.5488659893750274,0.13456318585518545,18.79721821739384
0.2,14,23,37,0.38461538461538464,0.9954478083457423,1,0,-0.5754145061868599,0.06469866792931356,18.90894746440411
0.2,15,22,37,0.41025641025641024,0.9984403903913488,1,0,-0.5889346132077016,0.02911943892708635,18.961423713877036
0.2,16,21,37,0.4358974358974359,0.9995158495639886,1,0,-0.5953184771945637,0.012319796856402832,18.98452243960683
0.2,17,20,37,0.46153846153846156,0.9998637922374898,1,0,-0.5981297160623562,0.004921799835901908,18.994096828657447
0.2,18,19,37,0.48717948717948717,0.999965275517261,1,0,-0.5992914061151673,0.0018647207495483542,18.99785244881914
0.2,19,18,37,0.5128205128205128,0.9999919816435165,1,0,-0.5997444847423914,0.0006724085726439455,18.999252858205796
0.2,20,17,37,0.5384615384615384,0.9999983243485022,1,0,-0.5999120805396068,0.0002313670010352098,18.999751025376
0.2,21,16,37,0.5641025641025641,0.9999996834995706,1,0,-0.5999710907635816,7.607693794753345e-05,18.99992048125722
0.2,22,15,37,0.5897435897435898,0.9999999460628451,1,0,-0.5999909121975584,2.39152695797884e-05,18.99997566002745
0.2,23,14,37,0.6153846153846154,0.9999999917260234,1,0,-0.5999972698606619,7.184577192731467e-06,18.999992859958255
0.2,24,13,37,0.6410256410256411,0.999999998860895,1,0,-0.5999992169143127,2.0607518038673334e-06,18.999997988412765
0.2,25,12,37,0.6666666666666666,0.999999999859777,1,0,-0.5999997858109225,5.63655461860435e-07,18.999999449291384
0.2,26,11,37,0.6923076923076923,0.9999999999846372,1,0,-0.5999999442087152,1.4681915416758784e-07,18.999999846284616
0.2,27,10,37,0.717948717948718,0.9999999999985105,1,0,-0.5999999861790641,3.63708778650107e-08,18.999999949051933
0.2,28,9,37,0.7435897435897436,0.9999999999998731,1,0,-0.5999999967479326,8.558071584729987e-09,18.999999974357806
0.2,29,8,37,0.7692307692307693,0.9999999999999906,1,0,-0.5999999992740328,1.910443359065539e-09,18.999999980277757
0.2,30,7,37,0.7948717948717948,0.9999999999999994,1,0,-0.5999999998464212,4.041460499593086e-10,18.99999998159184
0.2,31,6,37,0.8205128205128205,1.0,1,0,-0.599999999969242,8.093437031675421e-11,18.999999981868314
0.2,32,5,37,0.8461538461538461,1.0,1,0,-0.599999999994175,1.532995952402416e-11,18.999999981923388
0.2,33,4,37,0.8717948717948718,1.0,1,0,-0.5999999999989569,2.7426949600339867e-12,18.99999998193376
0.2,34,3,37,0.8974358974358975,1.0,1,0,-0.5999999999998238,4.654054919228656e-13,18.999999981935613
0.2,35,2,37,0.9230769230769231,1.0,1,0,-0.5999999999999694,7.105427357601002e-14,18.999999981935918
0.2,36,1,37,0.9487179487179487,1.0,1,0,-0.5999999999999943,1.0658141036401503e-14,18.99999998193597
0.2,37,0,37,0.9743589743589743,1.0,1,0,-0.5999999999999943,3.552713678800501e-15,18.99999998193598
0.2,0,38,38,0.025,0.00016615349947313174,1,0,-0.5900279178877339,0.02624232134806849,0.0031838893635524603
0.2,1,37,38,0.05,0.0017861501193360274,1,0,-0.5444735729364865,0.14612217648293024,0.03544642428622607
0.2,2,36,38,0.075,0.00948113406368467,1,0,-0.326627582510044,0.7194010986577793,0.21777691718987838
0.2,3,35,38,0.1,0.03320733455875957,2,1,0.26215040613459584,2.268816858248936,1.1467748912399733
0.2,4,34,38,0.125,0.08659128567267815,2,1,0.6196037506781433,3.2094835544161677,3.6936184724084855
0.2,5,33,38,0.15,0.1800132001220358,2,1,0.5653202937458897,3.066632351962867,6.995644396315904
0.2,6,32,38,0.175,0.3123609122586257,2,1,0.35609661401135284,2.5160437210825037,10.00833110921828
0.2,7,31,38,0.2,0.46834214441960464,2,1,0.1669935949378747,2.0184041972049354,12.439569488260329
0.2,8,30,38,0.225,0.6243233765805856,2,1,0.036335636102668545,1.674567463428076,14.385327211704984
0.2,9,29,38,0.25,0.758640548719208,1,0,-0.09676194161862384,1.324310679951001,16.0016334992144
0.2,10,28,38,0.275,0.859378427823175,1,0,-0.2648013906581177,0.882101603531261,17.226299508538514
0.2,11,27,38,0.3,0.9257738481416986,1,0,-0.3955637236422902,0.5379902009413371,18.01858327385635
0.2,12,26,38,0.325,0.9645045099941707,1,0,-0.4841464226576164,0.30487783511152955,18.490374331002528
0.2,13,25,38,0.35,0.9846146613406467,1,0,-0.5388702020652119,0.16086788930207163,18.751498600854624
0.2,14,24,38,0.375,0.993951517322939,1,0,-0.5699162124191552,0.07916786205484527,18.88606178670981
0.2,15,23,38,0.4,0.9978418739822275,1,0,-0.5861537317740293,0.036437547963068084,18.950760454639124
0.2,16,22,38,0.425,0.9993007577294607,1,0,-0.5940183257683849,0.01574124797793175,18.97987989356621
0.2,17,21,38,0.45,0.9997942037027896,1,0,-0.5975645695486591,0.006409027503529785,18.992199690422613
0.2,18,20,38,0.475,0.9999449788613067,1,0,-0.599061686912794,0.002469244966320616,18.997121490258515
0.2,19,19,38,0.5,0.9999866404182655,1,0,-0.5996566993810148,0.0009034226815387569,18.998986211008063
0.2,20,18,38,0.525,0.9999970558075051,1,0,-0.5998803989559356,0.00031473958964411963,18.999658619580707
0.2,21,17,38,0.55,0.9999994116693569,1,0,-0.5999602545427081,0.00010459330865231209,18.999889986581742
0.2,22,16,38,0.575,0.9999998935501903,1,0,-0.5999873911018021,3.3181311049901296e-05,18.99996606351969
0.2,23,15,38,0.6,0.9999999825933877,1,0,-0.5999961814638013,1.0048779465421376e-05,18.99998997878927
0.2,24,14,38,0.625,0.9999999974339207,1,0,-0.5999988967344159,2.9033304791425962e-06,18.999997163366462
0.2,25,13,38,0.65,0.9999999996600005,1,0,-0.599999696193759,7.994901167762691e-07,18.999999224118266
0.2,26,12,38,0.675,0.9999999999596652,1,0,-0.5999999203592772,2.0958085045208463e-07,18.999999787773728
0.2,27,11,38,0.7,0.9999999999957359,1,0,-0.5999999801500415,5.2236732273058806e-08,18.999999934592882
0.2,28,10,38,0.725,0.9999999999996007,1,0,-0.5999999953016832,1.23639871674186e-08,18.99999997096376
0.2,29,9,38,0.75,0.9999999999999671,1,0,-0.599999998945183,2.7758346732298378e-09,18.99999997952183
0.2,30,8,38,0.775,0.9999999999999977,1,0,-0.5999999997756191,5.904716715576797e-10,18.999999981432275
0.2,31,7,38,0.8,0.9999999999999999,1,0,-0.599999999954818,1.1888801054737996e-10,18.99999998183642
0.2,32,6,38,0.825,1.0,1,0,-0.5999999999914003,2.263078613395919e-11,18.999999981917355
0.2,33,5,38,0.85,1.0,1,0,-0.599999999998456,4.0678571622265736e-12,18.999999981932685
0.2,34,4,38,0.875,1.0,1,0,-0.599999999999735,6.892264536872972e-13,18.999999981935428
0.2,35,3,38,0.9,1.0,1,0,-0.5999999999999517,1.1368683772161603e-13,18.999999981935893
0.2,36,2,38,0.925,1.0,1,0,-0.5999999999999908,1.4210854715202004e-14,18.999999981935964
0.2,37,1,38,0.95,1.0,1,0,-0.5999999999999943,3.552713678800501e-15,18.999999981935975
0.2,38,0,38,0.975,1.0,1,0,-0.5999999999999979,0.0,18.99999998193598
0.2,0,39,39,0.024390243902439025,0.00013292279957843878,1,0,-0.5918786316806292,0.021372021893081003,0.002543133615588883
0.2,1,38,39,0.04878048780487805,0.0014621507953633817,1,0,-0.5548964651202886,0.11869351284134623,0.02878545496365737
0.2,2,37,39,0.07317073170731707,0.007942137274814853,1,0,-0.3916494696910148,0.5482908692341717,0.1749076314465876
0.2,3,36,39,0.0975609756097561,0.02846209445974457,2,1,0.15454752015207385,1.9856513688212452,0.894308730104367
0.2,4,35,39,0.12195121951219512,0.07591449544989448,2,1,0.5712422234359762,3.082216377463096,3.163125588353303
0.2,5,34,39,0.14634146341463414,0.1613288172321643,2,1,0.5779588683244565,3.099891758748572,6.372609142769471
0.2,6,33,39,0.17073170731707318,0.2858913698313077,2,1,0.38820429922544264,2.600537629540632,9.439241494732338
0.2,7,32,39,0.1951219512195122,0.43714589798741055,2,1,0.19423724899245443,2.090098023664348,11.955285215814841
0.2,8,31,39,0.21951219512195122,0.5931271301483895,2,1,0.05686832801354491,1.72860086319354,13.973689413019777
0.2,9,30,39,0.24390243902439024,0.7317771142914836,1,0,-0.06111489287020433,1.418118702973148,15.648256876447853
0.2,10,29,39,0.2682926829268293,0.8392308520023817,1,0,-0.22924677962047824,0.9756663694197769,16.972567556398854
0.2,11,28,39,0.2926829268292683,0.9124947640779939,1,0,-0.3683789642836288,0.6095290413588685,17.854669159930115
0.2,12,27,39,0.3170731707317073,0.9567583776236763,1,0,-0.4656462518508242,0.3535624951294096,18.392659360871452
0.2,13,26,39,0.34146341463414637,0.9805926310713514,1,0,-0.5274378541529039,0.19095301538708398,18.69753719598298
0.2,14,25,39,0.36585365853658536,0.9920841461264805,1,0,-0.5634566969257193,0.09616658703757608,18.858405085285053
0.2,15,24,39,0.3902439024390244,0.9970638026503698,1,0,-0.5828001942415852,0.04526264673266667,18.9375729473399
0.2,16,23,39,0.4146341463414634,0.999008980980014,1,0,-0.5924107809593693,0.01997162905427885,18.974010495302966
0.2,17,22,39,0.43902439024390244,0.9996955145081238,1,0,-0.5968493172850238,0.008291270302571263,18.989751743280898
0.2,18,21,39,0.4634146341463415,0.9999148238296033,1,0,-0.5987647054276835,0.003250775190309696,18.996160770784428
0.2,19,20,39,0.4878048780487805,0.9999783081068737,1,0,-0.5995410404045955,0.0012077884089585211,18.99863001575075
0.2,20,19,39,0.5121951219512195,0.9999949727296571,1,0,-0.5998379624066885,0.00042641471923232643,18.999533438432287
0.2,21,18,39,0.5365853658536586,0.9999989404969866,1,0,-0.5999455323333756,0.000143335964793323,18.99984817802193
0.2,22,17,39,0.5609756097560976,0.9999997971740235,1,0,-0.5999825491269632,4.592335008979376e-05,18.999952771330584
0.2,23,16,39,0.5853658536585366,0.9999999647847482,1,0,-0.5999946692426761,1.4028308751079521e-05,18.999985952641634
0.2,24,15,39,0.6097560975609756,0.999999994465814,1,0,-0.5999984478836211,4.084516788793735e-06,18.9999960014211
0.2,25,14,39,0.6341463414634146,0.9999999992147846,1,0,-0.5999995695658775,1.1327213691458837e-06,18.99999890475158
0.2,26,13,39,0.6585365853658537,0.9999999998997322,1,0,-0.5999998864183134,2.9889916675074346e-07,18.999999704241695
0.2,27,12,39,0.6829268292682927,0.9999999999885217,1,0,-0.5999999715128403,7.496620213487404e-08,18.999999913822545
0.2,28,11,39,0.7073170731707317,0.9999999999988277,1,0,-0.5999999932167874,1.7850556588427935e-08,18.999999966059278
0.2,29,10,39,0.7317073170731707,0.9999999999998938,1,0,-0.5999999984682773,4.0308520965481875e-09,18.999999978423265
0.2,30,9,39,0.7560975609756098,0.9999999999999916,1,0,-0.5999999996723453,8.62236504417524e-10,18.9999999811991
0.2,31,8,39,0.7804878048780488,0.9999999999999994,1,0,-0.5999999999336723,1.745412703257898e-10,18.99999998178957
0.2,32,7,39,0.8048780487804879,1.0,1,0,-0.5999999999873076,3.339550858072471e-11,18.99999998190846
0.2,33,6,39,0.8292682926829268,1.0,1,0,-0.5999999999977028,6.0396132539608516e-12,18.99999998193109
0.2,34,5,39,0.8536585365853658,1.0,1,0,-0.5999999999996106,1.0267342531733448e-12,18.999999981935158
0.2,35,4,39,0.8780487804878049,1.0,1,0,-0.5999999999999339,1.6342482922482304e-13,18.999999981935847
0.2,36,3,39,0.9024390243902439,1.0,1,0,-0.5999999999999872,2.842170943040401e-14,18.99999998193596
0.2,37,2,39,0.926829268292683,1.0,1,0,-0.5999999999999943,3.552713678800501e-15,18.999999981935975
0.2,38,1,39,0.9512195121951219,1.0,1,0,-0.5999999999999979,0.0,18.99999998193598
0.2,39,0,39,0.975609756097561,1.0,1,0,-0.5999999999999979,0.0,18.99999998193598
0.2,0,40,40,0.023809523809523808,0.00010633823966277323,1,0,-0.5933811964826154,0.017417903993117323,0.0020319191360611793
0.2,1,39,40,0.047619047619047616,0.001196305196206393,1,0,-0.5630627481480115,0.09720329434733858,0.023403941029142183
0.2,2,38,40,0.07142857142857142,0.006646139978924603,1,0,-0.4359060413628745,0.43182620693980406,0.14209745387048842
0.2,3,37,40,0.09523809523809523,0.024358103022758648,2,1,0.041261217136465245,1.687529518780171,0.6903883231046601
0.2,4,36,40,0.11904761904761904,0.06642401525186448,2,1,0.5108152305961804,2.9231979752531068,2.6760396919259053
0.2,5,35,40,0.14285714285714285,0.1442459528757103,2,1,0.5815838766487973,3.1094312543389417,5.7582560693890015
0.2,6,34,40,0.16666666666666666,0.2609788593114791,2,1,0.4173453776303262,2.677224677974543,8.858147828137573
0.2,7,33,40,0.19047619047619047,0.40689499235619,2,1,0.22433783516033223,2.169310092527189,11.458685457678206
0.2,8,32,40,0.21428571428571427,0.5619308837161932,2,1,0.07619936997567045,1.7794720262517618,13.548783481342554
0.2,9,31,40,0.23809523809523808,0.7040471174628646,1,0,-0.029761080046444732,1.500628736719877,15.277384344536094
0.2,10,30,40,0.2619047619047619,0.817740104460202,1,0,-0.1926428606290429,1.0719924720288354,16.69550304750924
0.2,11,29,40,0.2857142857142857,0.8978419816628714,1,0,-0.33921471373385614,0.6862770691214202,17.67116941692902
0.2,12,28,40,0.30952380952380953,0.9479056549145398,1,0,-0.4451965298597642,0.40737755300061806,18.280698458287887
0.2,13,27,40,0.3333333333333333,0.9758257803818164,1,0,-0.5144510097904416,0.22512892160409947,18.634260953417296
0.2,14,26,40,0.35714285714285715,0.9897858431154547,1,0,-0.5559224067810575,0.11599366636563602,18.82521396880438
0.2,15,25,40,0.38095238095238093,0.9960678713455919,1,0,-0.5787864569790422,0.05582511321305006,18.921380555841957
0.2,16,24,40,0.40476190476190477,0.9986199453140852,1,0,-0.5904383456158335,0.025162248379377417,18.966643202574623
0.2,17,23,40,0.42857142857142855,0.9995582078025018,1,0,-0.5959508867434984,0.010655561201314612,18.986614831628902
0.2,18,22,40,0.4523809523809524,0.9998709619653073,1,0,-0.5983834993537762,0.004253949069006779,18.994906101931473
0.2,19,21,40,0.47619047619047616,0.9999656112514196,1,0,-0.5993896459137353,0.0016061949638483952,18.998156877121783
0.2,20,20,40,0.5,0.9999916398051004,1,0,-0.599781442581893,0.0005751511002891618,18.99936466553074
0.2,21,19,40,0.5238095238095238,0.9999981469435206,1,0,-0.5999256259234613,0.00019572125404465623,18.999791080249974
0.2,22,18,40,0.5476190476190477,0.9999996258386161,1,0,-0.5999759163939551,6.337791064936482e-05,18.999934416214767
0.2,23,17,40,0.5714285714285714,0.9999999312626032,1,0,-0.5999925744702033,1.954086788202858e-05,18.999980339564857
0.2,24,16,40,0.5952380952380952,0.9999999885296008,1,0,-0.599997820092252,5.736599327121894e-06,18.999994367873608
0.2,25,15,40,0.6190476190476191,0.9999999982649904,1,0,-0.599999390950746,1.6027611877689196e-06,18.999998452390397
0.2,26,14,40,0.6428571428571429,0.9999999997627427,1,0,-0.5999998381788885,4.258450232441646e-07,18.999999585111766
0.2,27,13,40,0.6666666666666666,0.9999999999707638,1,0,-0.5999999591517131,1.0749548096100625e-07,18.999999884010933
0.2,28,12,40,0.6904761904761905,0.9999999999967665,1,0,-0.5999999902136715,2.5753490007218716e-08,18.999999958977135
0.2,29,11,40,0.7142857142857143,0.9999999999996806,1,0,-0.5999999977771289,5.849653206269068e-09,18.99999997682769
0.2,30,10,40,0.7380952380952381,0.999999999999972,1,0,-0.5999999995218062,1.2583889485995314e-09,18.999999980858544
0.2,31,9,40,0.7619047619047619,0.9999999999999978,1,0,-0.5999999999026748,2.561186818184069e-10,18.99999998172078
0.2,32,8,40,0.7857142857142857,0.9999999999999999,1,0,-0.5999999999812751,4.9265480583926546e-11,18.99999998189532
